Cinema,First day of screening,Screening Days,Title (original),IMDB ID
Родина / Rodina,08/01/1951,3,Смелые люди,42977
Родина / Rodina,08/01/1951,1,Подвиг разведчика,39716
Метрополь / Metropol',08/01/1951,22,Поединок,37914
Молот / Molot,08/01/1951,3,Александр Невский,29850
Диск / Disk,08/01/1951,5,Танкер Дербент,6680502
Хроника / Khronika,09/01/1951,1,Новости сельского хозяйства № 3 1951 г.,Unknown
Новости дня / Novosti dnia,09/01/1951,1,Новости сельского хозяйства № 3 1951 г.,Unknown
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,09/01/1951,2,Новости сельского хозяйства № 3 1951 г.,Unknown
Кадр / Kadr,09/01/1951,7,Паяцы,39691
Маяк / Maiak ,09/01/1951,4,Детство Горького,30055
Маяк / Maiak ,09/01/1951,9,Похождения Насреддина,39717
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,09/01/1951,14,Парень из нашего города,33801
Кадр / Kadr,09/01/1951,7,Парень из нашего города,33801
Ударник / Udarnik,09/01/1951,3,Георгий Саакадзе 1 серия,34781
Наука и знание / Nauka i znanie,09/01/1951,2,Соперники,Unknown
Театр киноактера / Teatr kinoaktera,10/01/1951,11,Дитя Дуная,42645
Заря / Zaria,10/01/1951,6,Поднятая целина,31802
Заря / Zaria,10/01/1951,6,Остров сокровищ,430677
Баррикады / Barrikady,10/01/1951,6,Во власти доллара,27996
Смена / Smena,10/01/1951,3,Во власти доллара,27996
Октябрь / Oktiabr',10/01/1951,3,Во власти доллара,27996
Спартак / Spartak,10/01/1951,6,Во власти доллара,27996
Экспресс / Ėkspress,11/01/1951,5,Она защищает Родину ,36236
Экспресс / Ėkspress,11/01/1951,2,Валерий Чкалов,34353
Родина / Rodina,11/01/1951,5,Аршин Мал-Алан,37520
Наука и знание / Nauka i znanie,11/01/1951,1,Свердловск и его окрестности,Unknown
Наука и знание / Nauka i znanie,11/01/1951,1,На севере уральской Тайги,Unknown
Наука и знание / Nauka i znanie,11/01/1951,1,Колхозные физкультурники,Unknown
Авангард / Avangard,11/01/1951,2,Мишка-аристократ,41676
Юный зритель / IUnyĭ zritel',11/01/1951,7,Богатая невеста,29932
Ударник / Udarnik,12/01/1951,1,Георгий Саакадзе 2 серия,34781
Искра / Iskra,12/01/1951,1,Машенька,35044
Наука и знание / Nauka i znanie,12/01/1951,4,Они видят вновь,Unknown: kino-cccp.net
Экспресс / Ėkspress,15/01/1951,3,Ленин в Октябре,29132
Авангард / Avangard,15/01/1951,3,Ленин в 1918 году,31564
Арс / Ars,15/01/1951,3,Человек с ружьем,29986
Хроника / Khronika,15/01/1951,57,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Искра / Iskra,15/01/1951,3,Во власти доллара,27996
Луч / Luch,15/01/1951,6,Во власти доллара,27996
Мир / Mir,15/01/1951,1,Во власти доллара,27996
Маяк / Maiak ,15/01/1951,1,Во власти доллара,27996
Наука и знание / Nauka i znanie,15/01/1951,32,Мусоргский,42765
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,15/01/1951,9,Машенька,35044
Искра / Iskra,15/01/1951,3,Без вины виноватые,37540
Луч / Luch,15/01/1951,6,Свадьба,37332
Арс / Ars,15/01/1951,6,Свинарка и пастух,34249
Ударник / Udarnik,15/01/1951,4,Сыновья,39006
Диск / Disk,15/01/1951,4,Выборгская сторона,32104
Диск / Disk,15/01/1951,1,Доктор Калюжный,230149
Молот / Molot,15/01/1951,1,Ян Рогач,151098
Аврора / Avrora,15/01/1951,1,Музыкальная история,32825
Аврора / Avrora,15/01/1951,5,На границе,30489
Смена / Smena,15/01/1951,1,Истребители,31498
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,15/01/1951,4,Новости сельского хозяйства № 3 1951 г.,Unknown
Октябрь / Oktiabr',15/01/1951,1,Чертово ущелье,42368
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,15/01/1951,4,Медведь,30428
Заря / Zaria,16/01/1951,5,Котовский,36083
Заря / Zaria,16/01/1951,5,Морской ястреб,239667
Спартак / Spartak,16/01/1951,3,Ошибка инженера Кочина,175993
Спартак / Spartak,16/01/1951,3,Подруги,26874
Родина / Rodina,16/01/1951,5,Свинарка и пастух,34249
Экспресс / Ėkspress,16/01/1951,12,Поднятая целина,31802
Новости дня / Novosti dnia,16/01/1951,16,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Авангард / Avangard,16/01/1951,9,Западня,169118
Баррикады / Barrikady,16/01/1951,7,Западня,169118
Молот / Molot,16/01/1951,12,Западня,169118
Мир / Mir,16/01/1951,7,Западня,169118
Октябрь / Oktiabr',16/01/1951,9,Западня,169118
Смена / Smena,16/01/1951,9,Западня,169118
Маяк / Maiak ,16/01/1951,7,Западня,169118
Аврора / Avrora,16/01/1951,9,Западня,169118
Кадр / Kadr,16/01/1951,14,Западня,169118
Диск / Disk,16/01/1951,9,Западня,169118
Театр киноактера / Teatr kinoaktera,16/01/1951,9,Весна в Сакене,234984
Метрополь / Metropol',16/01/1951,18,Весна в Сакене,234984
Ударник / Udarnik,16/01/1951,9,Весна в Сакене,234984
Колизей / Kolizeĭ,16/01/1951,9,Весна в Сакене,234984
Форум / Forum,16/01/1951,9,Весна в Сакене,234984
Родина / Rodina,16/01/1951,9,Весна в Сакене,234984
им. Моссовета / im. Mossoveta,16/01/1951,9,Весна в Сакене,234984
Москва / Moskva,16/01/1951,9,Весна в Сакене,234984
Орион / Orion,16/01/1951,9,Весна в Сакене,234984
Уран / Uran,16/01/1951,9,Весна в Сакене,234984
Центральный / Tsentral'nyĭ,16/01/1951,9,Весна в Сакене,234984
Шторм / Shtorm,16/01/1951,9,Весна в Сакене,234984
Призыв / Prizyv,16/01/1951,9,Весна в Сакене,234984
Эрмитаж / Ėrmitazh,16/01/1951,9,Весна в Сакене,234984
Художественный / Khudozhestvennyĭ,16/01/1951,9,Весна в Сакене,234984
Таганский / Taganskiĭ,16/01/1951,9,Весна в Сакене,234984
Перекоп / Perekop,16/01/1951,9,Весна в Сакене,234984
Салют / Saliut,16/01/1951,9,Весна в Сакене,234984
Ждановский ПКиО / Zhdanovskiĭ PKiO ,16/01/1951,9,Весна в Сакене,234984
Экран жизни / Ėkran zhizni,16/01/1951,9,Весна в Сакене,234984
им. III Интернационала / im. III Internatsionala,16/01/1951,9,Весна в Сакене,234984
Динамо / Dinamo,16/01/1951,9,Весна в Сакене,234984
Смена / Smena,16/01/1951,3,Клятва,38673
Юный зритель / IUnyĭ zritel',17/01/1951,4,В шесть часов вечера после войны,37423
Авангард / Avangard,18/01/1951,5,Трактористы,32050
Экспресс / Ėkspress,18/01/1951,10,Центр нападения,240135
Арс / Ars,18/01/1951,3,Во власти доллара,27996
Искра / Iskra,18/01/1951,7,Западня,169118
им. III Интернационала / im. III Internatsionala,18/01/1951,3,Ленин в Октябре,29132
Мир / Mir,18/01/1951,3,Ленин в 1918 году,31564
Октябрь / Oktiabr',18/01/1951,6,Человек с ружьем,29986
Маяк / Maiak ,19/01/1951,2,Клятва,38673
Орион / Orion,19/01/1951,2,Выборгская сторона,32104
Спартак / Spartak,19/01/1951,6,Западня,169118
Ударник / Udarnik,19/01/1951,2,Она защищает Родину ,36236
Баррикады / Barrikady,19/01/1951,8,Смелые люди,42977
Наука и знание / Nauka i znanie,22/01/1951,1,Владимир Ильич Ленин,42671
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,22/01/1951,1,Кинодокументы о В.И. Ленине,Unknown
Хроника / Khronika,22/01/1951,1,Кинодокументы о В.И. Ленине,Unknown
Новости дня / Novosti dnia,22/01/1951,1,Кинодокументы о В.И. Ленине,Unknown
Родина / Rodina,22/01/1951,1,Ленин в Октябре,29132
Художественный / Khudozhestvennyĭ,22/01/1951,1,Ленин в Октябре,29132
Динамо / Dinamo,22/01/1951,1,Ленин в Октябре,29132
Уран / Uran,22/01/1951,1,Ленин в Октябре,29132
Театр киноактера / Teatr kinoaktera,22/01/1951,1,Ленин в 1918 году,31564
Форум / Forum,22/01/1951,1,Ленин в 1918 году,31564
Ждановский ПКиО / Zhdanovskiĭ PKiO ,22/01/1951,1,Ленин в 1918 году,31564
Заря / Zaria,22/01/1951,3,Человек с ружьем,29986
Таганский / Taganskiĭ,22/01/1951,1,Человек с ружьем,29986
им. Моссовета / im. Mossoveta,22/01/1951,1,Клятва,38673
Шторм / Shtorm,22/01/1951,3,Клятва,38673
Ударник / Udarnik,22/01/1951,1,Выборгская сторона,32104
Москва / Moskva,22/01/1951,1,Великое зарево,30928
Юный зритель / IUnyĭ zritel',22/01/1951,3,Великое зарево,30928
Центральный / Tsentral'nyĭ,22/01/1951,3,Яков Свердлов,33277
Призыв / Prizyv,22/01/1951,1,Яков Свердлов,33277
Юный зритель / IUnyĭ zritel',22/01/1951,3,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Родина / Rodina,22/01/1951,3,Цирк,28420
Луч / Luch,22/01/1951,6,Парень из нашего города,33801
Смена / Smena,22/01/1951,1,В шесть часов вечера после войны,37423
Аврора / Avrora,22/01/1951,5,Танкер Дербент,6680502
Маяк / Maiak ,22/01/1951,5,Поединок,37914
Заря / Zaria,22/01/1951,3,Солистка балета,39789
Диск / Disk,22/01/1951,3,У них есть Родина,166742
Арс / Ars,22/01/1951,5,Насреддин в Бухаре,36196
Ждановский ПКиО / Zhdanovskiĭ PKiO ,22/01/1951,1,Кутузов,36572
Мир / Mir,22/01/1951,1,Заговор обреченных,43156
Новости дня / Novosti dnia,23/01/1951,1,Свердловск и его окрестности,Unknown
Новости дня / Novosti dnia,23/01/1951,1,На севере уральской Тайги,Unknown
Новости дня / Novosti dnia,23/01/1951,10,Долина солнца,35502
Новости дня / Novosti dnia,23/01/1951,1,По Северной Буковине,Unknown
